,head,variable,value
518,Course2_W8-S3-L2_Generating_Snippets,prerequisite,Course2_W8-S3-L1_Introduction_to_Summarization
519,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,level,level_2
520,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi566
521,Course1_W8-S2-L6_Summary_1-12,level,level_1
522,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi872
523,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,prerequisite,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56
524,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1961
525,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,level,level_3
526,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,prerequisite,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24
527,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,level,level_3
528,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,prerequisite,Course1_W10-S1-L2_Recap_of_GLMs_7-40
529,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi301
530,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1642
531,Course1_W3-S2-L1_Introduction_1-12,prerequisite,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20
532,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2023
533,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,level,level_3
534,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1129
535,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,level,level_1
536,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,level,level_3
537,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,prerequisite,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38
538,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,l_text_topics,topic_12
539,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi103
540,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,level,level_2
541,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,prerequisite,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51
542,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1522
543,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi124
544,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi801
545,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,level,level_2
546,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,prerequisite,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56
547,Course2_W4-S1-L1_Generative_vs,prerequisite,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56
548,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1991
549,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1630
550,Course2_W6-S1-L3_CKY_Parsing_23-25,prerequisite,Course2_W6-S1-L2_Grammar_Transforms_12-05
551,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi63
552,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,level,level_1
553,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2023
554,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,prerequisite,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23
555,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,level,level_2
556,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,level,level_1
557,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,level,level_1
558,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,level,level_2
559,Course2_W8-S3-L2_Generating_Snippets,level,level_3
560,Course1_W5-S1-L1_Opening_Comments_0-25,prerequisite,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28
561,Course2_W8-S3-L4_Summarizing_Multiple_Documents,level,level_3
562,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi108
563,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,level,level_2
564,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1677
565,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1202
566,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1477
567,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2023
568,Course1_W1-S2-L5_Trigram_Language_Models_9-40,level,level_1
569,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,prerequisite,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12
570,Course2_W8-S3-L4_Summarizing_Multiple_Documents,prerequisite,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE
571,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1792
572,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1129
573,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,level,level_1
574,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,level,level_3
575,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi771
576,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi97
577,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1141
578,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1410
579,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,prerequisite,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45
580,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,level,level_3
581,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1046
582,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi786
583,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi534
584,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi702
585,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,prerequisite,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05
586,Course1_W5-S2-L9_Summary_1-48,prerequisite,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52
587,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,level,level_2
588,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,level,level_1
589,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi750
590,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1002
591,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,level,level_3
592,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi335
593,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,prerequisite,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19
594,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,level,level_1
595,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi944
596,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi665
597,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1046
598,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,level,level_2
599,Course2_W7-S1-L3_The_Inverted_Index_10-42,level,level_3
600,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_12
601,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,prerequisite,Course1_W8-S2-L1_Introduction_0-47
602,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,prerequisite,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59
603,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,prerequisite,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59
604,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi786
605,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi663
606,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1177
607,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1218
608,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi724
609,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi361
610,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1392
611,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi164
612,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1811
613,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi463
614,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,level,level_2
615,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,level,level_3
616,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi786
617,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1642
618,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1218
619,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,level,level_1
620,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,prerequisite,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21
621,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,prerequisite,Course2_W3-S1-L2_Naive_Bayes_3-19
622,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi806
623,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,level,level_2
624,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1279
